n_packs, n_bins, n_bins_used, cost, status, solver_running_time, real_running_time, time_limit_for_solver,
5,2,1,54.0,OPTIMAL,0.051926567,0.32,300,
6,3,1,94.0,OPTIMAL,0.019252379,0.23,300,
7,3,2,138.0,OPTIMAL,0.028457668000000002,0.24,300,
8,4,1,93.0,OPTIMAL,0.027679238000000002,0.24,300,
9,4,2,159.0,OPTIMAL,0.049335097,0.27,300,
10,3,1,58.0,OPTIMAL,0.036488498,0.26,300,
11,3,3,218.0,OPTIMAL,0.055053606000000005,0.28,300,
12,4,3,215.0,OPTIMAL,0.071982455,0.31,300,
13,4,2,168.0,OPTIMAL,0.14321576,0.39,300,
14,4,2,116.0,OPTIMAL,0.11657906200000001,0.37,300,
15,5,2,110.0,OPTIMAL,0.901578588,1.19,300,
16,5,2,128.0,OPTIMAL,1.439340093,1.72,300,
17,5,2,132.0,OPTIMAL,7.007982285000001,7.30,300,
18,6,2,161.0,OPTIMAL,22.566100614,22.88,300,
19,6,2,145.0,OPTIMAL,1.037377218,1.37,300,
20,6,2,112.0,OPTIMAL,0.9219299900000001,1.26,300,
21,7,3,184.0,FEASIBLE,300.03084480300004,300.40,300,
22,7,3,182.0,OPTIMAL,7.207988083,7.58,300,
23,7,2,151.0,OPTIMAL,18.303551372,18.70,300,
24,8,2,128.0,OPTIMAL,39.355837386000005,39.78,300,
25,8,3,205.0,FEASIBLE,300.031479368,300.47,300,
26,8,3,169.0,FEASIBLE,300.04021537100004,300.50,300,
27,9,3,202.0,FEASIBLE,300.035453689,300.52,300,
28,9,3,169.0,FEASIBLE,300.044151092,300.56,300,
29,9,4,263.0,FEASIBLE,300.05253960600004,300.58,300,
30,10,4,279.0,FEASIBLE,300.05968116900004,300.62,300,
31,10,4,289.0,FEASIBLE,300.05726078500004,300.65,300,
32,10,4,231.0,FEASIBLE,300.04358179300004,300.65,300,
33,11,4,294.0,FEASIBLE,300.041558118,300.70,300,
34,11,4,292.0,FEASIBLE,300.07378261,300.76,300,
35,11,5,335.0,FEASIBLE,300.054847879,300.78,300,
36,12,4,261.0,FEASIBLE,300.04383034200004,300.77,300,
37,12,4,271.0,FEASIBLE,300.03670102800004,300.81,300,
38,12,4,263.0,FEASIBLE,300.036175555,300.85,300,
39,13,5,268.0,FEASIBLE,300.04717655900004,300.90,300,
40,13,4,262.0,FEASIBLE,300.038183655,300.91,300,
41,13,5,306.0,FEASIBLE,300.051557471,300.96,300,
42,14,4,269.0,FEASIBLE,300.04400069400003,301.02,300,
43,14,5,327.0,FEASIBLE,300.05138311,301.06,300,
44,14,6,413.0,FEASIBLE,300.056388781,301.11,300,
45,15,4,273.0,FEASIBLE,300.042174536,301.14,300,
46,15,5,305.0,FEASIBLE,300.04384158,301.18,300,
47,15,6,398.0,FEASIBLE,300.04913108,301.23,300,
48,16,5,300.0,FEASIBLE,300.045144881,301.28,300,
49,16,5,349.0,FEASIBLE,300.052545531,301.33,300,
50,16,7,491.0,FEASIBLE,300.054597833,301.39,300,
51,17,6,382.0,FEASIBLE,300.084528676,301.48,300,
52,17,5,324.0,FEASIBLE,300.065417344,301.51,300,
53,17,6,430.0,FEASIBLE,300.061725978,301.62,300,
54,18,8,455.0,FEASIBLE,300.075085218,301.66,300,
60,20,6,334.0,FEASIBLE,300.071922444,302.05,300,
90,30,10,613.0,FEASIBLE,300.16889159000004,305.07,300,
120,40,13,903.0,FEASIBLE,300.324251815,310.19,300,
150,50,16,1038.0,FEASIBLE,300.644731202,318.13,300,
180,60,22,1523.0,FEASIBLE,301.011818536,329.32,300,
210,70,27,1780.0,FEASIBLE,301.515117433,344.17,300,
240,80,30,2065.0,FEASIBLE,301.86086450700003,362.52,300,
270,90,47,3410.0,FEASIBLE,302.682394079,385.41,300,
300,100,74,5254.0,FEASIBLE,310.72262353,420.48,300,
330,110,65,4928.0,FEASIBLE,309.25255122600004,450.56,300,
350,116,,,NO SOLUTION FOUND,,469.84,300,
400,133,85,6280.0,FEASIBLE,315.878050743,562.23,300,
450,150,121,8840.0,FEASIBLE,307.64665250300004,645.88,300,
500,166,,,NO SOLUTION FOUND,,743.04,300,
550,183,,,NO SOLUTION FOUND,,975.85,300,
600,200,,,NO SOLUTION FOUND,,833.74,300,
650,216,,,NO SOLUTION FOUND,,1087.37,300,
700,233,,,NO SOLUTION FOUND,,1265.76,300,
750,250,,,NO SOLUTION FOUND,,989.04,300,
800,266,,,NO SOLUTION FOUND,,1018.51,300,
850,283,,,NO SOLUTION FOUND,,1005.51,300,
900,300,,,NO SOLUTION FOUND,,1005.66,300,
950,316,,,NO SOLUTION FOUND,,1052.34,300,
1000,333,,,NO SOLUTION FOUND,,991.28,300,
7,3,2,250.0,OPTIMAL,0.086792193,0.94,300,
